"Descrição","Tipo de Crime"
"Um padrasto estupra sua enteada repetidamente ao longo de vários anos","Estupro"
"Um estranho droga uma pessoa e a estupra enquanto ela está inconsciente","Estupro"
"Um grupo de homens ataca e estupra uma mulher que está voltando para casa do trabalho","Estupro"
"Um médico abusa sexualmente de uma paciente durante um exame médico","Estupro"
"Um conhecido aproveita-se de uma situação vulnerável e estupra a vítima","Estupro"
"Um treinador de esportes estupra um atleta menor de idade durante um treinamento","Estupro"
"Um líder comunitário abusa sexualmente de uma pessoa que busca ajuda e orientação","Estupro"
"Um homem manipula uma mulher emocionalmente e a estupra quando ela está vulnerável","Estupro"
"Um grupo de estudantes estupra uma colega durante uma festa universitária","Estupro"
"Um cliente de um bar força uma garçonete a ter relações sexuais nos fundos do estabelecimento","Estupro"
"Um membro da gangue estupra uma pessoa como parte de uma iniciação no grupo","Estupro"
"Um parceiro usa coerção e ameaças para obrigar a outra pessoa a ter relações sexuais","Estupro"
"Um estranho invade a casa de uma pessoa e a estupra durante um assalto","Estupro"
"Um membro do clero abusa sexualmente de uma criança em uma instituição religiosa","Estupro"
"Um criminoso sequestra uma vítima e a estupra enquanto está em cativeiro","Estupro"
"Um membro do serviço militar estupra uma colega de tropa durante uma missão","Estupro"
"Um colega de quarto força sexualmente o outro companheiro de quarto em casa","Estupro"
"Um homem oferece carona a uma pessoa e a estupra durante o trajeto","Estupro"
"Um gerente de empresa abusa sexualmente de um funcionário em troca de promoções","Estupro"
"Um cliente de um salão de beleza força uma esteticista a ter relações sexuais no local de trabalho","Estupro"
"Um mentor profissional abusa sexualmente de um estagiário em troca de oportunidades de trabalho","Estupro"
"Um segurança de boate abusa sexualmente de uma cliente em um local lotado","Estupro"
"Um parente próximo estupra uma criança enquanto os pais estão ausentes","Estupro"
"Um vizinho invadiu a casa da vítima e a estuprou","Estupro"
"Um membro de uma gangue estupra uma pessoa para provar sua lealdade ao grupo","Estupro"
"Um colega de equipe abusa sexualmente de um atleta durante um treinamento","Estupro"
"Um tutor particular abusa sexualmente de um aluno em troca de notas melhores","Estupro"
"Um cliente de um massagista abusa sexualmente do profissional durante a sessão","Estupro"
"Um treinador de academia abusa sexualmente de um cliente durante uma sessão de treino","Estupro"
"Um membro da polícia abusa sexualmente de um detido sob custódia","Estupro"
"Um líder político abusa sexualmente de um eleitor em troca de apoio político","Estupro"
"Um médico abusa sexualmente de um paciente em um consultório médico","Estupro"
"Um instrutor de autoescola abusa sexualmente de um aluno durante uma aula prática","Estupro"
"Um tutor particular abusa sexualmente de um aluno menor de idade em sua casa","Estupro"
"Um instrutor de dança abusa sexualmente de um aluno durante uma aula particular","Estupro"
"Um membro de uma organização criminosa estupra uma pessoa como parte de uma punição","Estupro"
"Um colega de trabalho usa drogas para facilitar o estupro de uma colega","Estupro"
"Um colega de faculdade abusa sexualmente de um estudante durante uma festa","Estupro"
"Um parceiro estupra o outro durante um relacionamento abusivo","Estupro"
"Um grupo de adolescentes picha grafites em uma parede histórica da cidade","Vandalismo"
"Um indivíduo quebra os vidros de carros estacionados na rua durante a noite","Vandalismo"
"Um manifestante quebra as janelas de uma loja durante um protesto","Vandalismo"
"Um grupo de jovens danifica uma escultura pública em um parque da cidade","Vandalismo"
"Um indivíduo risca insultos e palavrões em bancos de uma praça pública","Vandalismo"
"Um grupo de pessoas arranca flores e plantas de um jardim comunitário","Vandalismo"
"Um vândalo picha mensagens ofensivas em uma escola durante as férias","Vandalismo"
"Um indivíduo quebra os espelhos de banheiros públicos em um parque","Vandalismo"
"Um grupo de pessoas incendeia lixeiras em uma área residencial","Vandalismo"
"Um indivíduo danifica placas de trânsito em uma rua movimentada","Vandalismo"
"Um manifestante picha slogans políticos em prédios do governo","Vandalismo"
"Um grupo de jovens quebra as luminárias de um parque à noite","Vandalismo"
"Um indivíduo rabisca pichações em um monumento histórico da cidade","Vandalismo"
"Um grupo de pessoas depreda equipamentos de uma praça de recreação infantil","Vandalismo"
"Um vândalo joga pedras nas vitrines de lojas durante uma noite de protestos","Vandalismo"
"Um indivíduo desfigura uma estátua pública com tinta spray","Vandalismo"
"Um grupo de adolescentes destrói os bancos de uma parada de ônibus","Vandalismo"
"Um manifestante picha muros de residências em uma rua comercial","Vandalismo"
"Um indivíduo quebra as luzes de um campo de futebol durante a madrugada","Vandalismo"
"Um grupo de pessoas danifica os equipamentos de um parquinho infantil","Vandalismo"
"Um vândalo joga tinta em carros estacionados ao longo da rua","Vandalismo"
"Um indivíduo picha slogans de ódio em um centro comunitário","Vandalismo"
"Um grupo de jovens quebra os bancos de uma praça central da cidade","Vandalismo"
"Um manifestante quebra os vidros de uma agência bancária durante uma manifestação","Vandalismo"
"Um indivíduo arranca plantas de vasos decorativos em uma calçada","Vandalismo"
"Um grupo de pessoas atira pedras em janelas de residências à beira da estrada","Vandalismo"
"Um vândalo picha símbolos obscenos em um templo religioso","Vandalismo"
"Um indivíduo rasga cartazes de propaganda eleitoral durante a noite","Vandalismo"
"Um grupo de jovens quebra os refletores de um campo de futebol society","Vandalismo"
"Um manifestante picha slogans políticos em placas de trânsito","Vandalismo"
"Um indivíduo quebra os espelhos de um banheiro público em um parque","Vandalismo"
"Um grupo de pessoas danifica os bancos de uma estação de trem","Vandalismo"
"Um vândalo picha insultos em uma escola durante as férias escolares","Vandalismo"
"Um indivíduo quebra os relógios de rua em uma área comercial","Vandalismo"
"Um grupo de jovens incendeia um contêiner de lixo em uma rua residencial","Vandalismo"
"Um manifestante picha mensagens de protesto em prédios do centro da cidade","Vandalismo"
"Um indivíduo quebra as janelas de um ônibus durante uma manifestação","Vandalismo"
"Um grupo de pessoas depreda uma escultura de arte urbana em uma avenida","Vandalismo"
"Um vândalo arranca as flores de canteiros em uma área verde da cidade","Vandalismo"
"Um indivíduo picha grafites em uma parede recém-pintada de uma empresa","Vandalismo"
"Um grupo de jovens quebra os bancos de uma praça próxima a uma escola","Vandalismo"
"Um manifestante quebra os vidros de uma estação de metrô durante um protesto","Vandalismo"
"Um indivíduo rasga os cartazes de uma exposição de arte ao ar livre","Vandalismo"
"Um grupo de pessoas atira ovos em carros estacionados em uma rua residencial","Vandalismo"
"Um vândalo picha palavrões em um ônibus de transporte público","Vandalismo"
"Um indivíduo quebra os espelhos de um banheiro feminino em um parque","Vandalismo"
"Um grupo de jovens depreda as mesas e cadeiras de um quiosque de praia","Vandalismo"
"Um homem agride fisicamente outro homem em uma briga de bar","Agressão"
"Um grupo de adolescentes ataca verbalmente e fisicamente um colega na saída da escola","Agressão"
"Um motorista insulta e agride outro motorista após uma discussão de trânsito","Agressão"
"Um cliente irritado agride um funcionário de uma loja durante uma discussão","Agressão"
"Um indivíduo agride seu parceiro durante uma discussão doméstica","Agressão"
"Um segurança de boate agride um frequentador após uma confusão","Agressão"
"Um estudante agride outro estudante durante um conflito em sala de aula","Agressão"
"Um torcedor invade o campo e agride um jogador durante uma partida de futebol","Agressão"
"Um assaltante agride um pedestre durante um roubo","Agressão"
"Um indivíduo agride um policial durante uma abordagem","Agressão"
"Um pai agride seu filho com violência após uma discussão familiar","Agressão"
"Um morador de rua é agredido por um grupo de jovens em uma praça","Agressão"
"Um paciente agride um médico em um hospital durante uma crise emocional","Agressão"
"Um aluno agride um professor em uma escola durante uma briga","Agressão"
"Um homem agride sua esposa durante uma discussão em casa","Agressão"
"Um criminoso agride um idoso durante um assalto","Agressão"
"Um indivíduo agride verbalmente e fisicamente um estranho em um bar","Agressão"
"Um participante de uma manifestação agride um policial durante um protesto","Agressão"
"Um cliente agride um garçom em um restaurante após uma reclamação","Agressão"
"Um indivíduo agride um pedestre em uma briga de trânsito","Agressão"
"Um pai agride seu filho adolescente após uma discussão familiar","Agressão"
"Um aluno agride um colega de classe durante um confronto escolar","Agressão"
"Um motorista agride outro motorista após um acidente de trânsito","Agressão"
"Um indivíduo agride verbalmente e fisicamente um passageiro em um ônibus","Agressão"
"Um jovem agride um idoso em um parque durante uma discussão","Agressão"
"Um cliente agride um funcionário de uma loja durante um desentendimento","Agressão"
"Um criminoso agride um policial durante uma tentativa de fuga","Agressão"
"Um indivíduo agride um vizinho após uma discussão por causa do barulho","Agressão"
"Um atleta agride um árbitro durante uma partida esportiva","Agressão"
"Um pai agride seu filho por um mau comportamento","Agressão"
"Um homem agride verbal e fisicamente sua esposa em casa","Agressão"
"Um indivíduo agride um segurança em um evento público","Agressão"
"Um jovem agride um idoso durante uma discussão política","Agressão"
"Um indivíduo agride verbal e fisicamente um desconhecido na rua","Agressão"
"Um aluno agride um professor durante uma briga na escola","Agressão"
"Um homem agride sua namorada após uma discussão","Agressão"
"Um criminoso agride um policial durante uma tentativa de prisão","Agressão"
"Um indivíduo agride um vizinho após uma discussão por causa de um animal de estimação","Agressão"
"Um torcedor agride um jogador de um time adversário durante um jogo de futebol","Agressão"
"Um cliente agride verbal e fisicamente um atendente de telemarketing","Agressão"
"Um indivíduo agride um mendigo em uma praça","Agressão"
"Um homem agride verbalmente e fisicamente um estranho em um bar","Agressão"
"Um participante de uma festa agride um segurança após ser expulso","Agressão"
"Um indivíduo agride um colega de trabalho durante uma discussão","Agressão"
"Um cliente agride um caixa em um supermercado após uma discussão sobre o troco","Agressão"
